SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,13.465561627609393,13.465561627609393,0.026770850415920977,-0.251125461343904,0.37471274722994996,461.5560000000001,432.3240000000002,461.227868988,176,0,0.32621480191560825,-0.30553107841656263,0.32621480191560825,0.30553107841656263,0.8529411764705882,1.4411764705882353,2.0588235294117645,19.14352232189236,9.870419051845408,2.2354284942038274,-2.324956813517666,2.305426542873173,-2.370856572548582,5.746173220610975,0.18325194278229445,3.193385996537536,1.205663438040192,1240.4878972041279,23.492988584816832,19.091255664442834,19.091255664442834,16.580520035918415,12.00836422140147,12.00836422140147,9.188035303506938,9.188035303506938,7.058127141595483,7.058127141595483,5.2728781165284175,5.2728781165284175,-3.2499999999999987,86144371.88918902,22.537692148439522,9.935197343501427,4.823310548603641,197.39711040405618,9.883888251797686,11.63444168209179,0.0,0.0,0.0,5.689743398203474,4.567099647791355,13.575367279421462,0.0,0.0,36.39820241076966,79.75314829178028,25.049259687134505,11.033401435232523,8.78083009534964,11.033401435232523,0.0,14.450987899589041,0.0,37.64303336701339,19.634269217737724,106.04203006930042,0.0,0.0,5.689743398203474,8.78083009534964,0.0,0.0,34.08525711732677,0.0,11.63444168209179,48.76993635040738,77.59094200561115,0.0,11.033401435232523,0.0,41.03,0.0,13.575367279421462,0.0,29.283931955604615,0.0,67.47786012806827,24.26546827384644,0.0,53.098036195484234,9.883888251797686,0.0,28.853516498831887,0.0,17.953105727444918,0.0,3.9369330720822293,-0.4017541986747395,21.343139401232953,3.7762240336523343,2.872168798763766,0.0,0.32142857142857145,34,1,4,0,1,1,3,1,4,3,1,6,7,0,1,1,5,5.8570000000000055,131.1467,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(NCCCN1CCN(c2cccc(F)c2)CC1)c1ccc2ccccc2c1C1CC1,13.470067604319006,13.470067604319006,0.04960795558940467,-0.18340024870820115,0.5461489416376422,431.55500000000023,401.3150000000002,431.2372908,166,0,0.25109296915946633,-0.36888207725853783,0.36888207725853783,0.25109296915946633,0.96875,1.78125,2.5625,19.142147555994523,9.947830092937574,2.2938121861043688,-2.357145644186114,2.444525737285999,-2.4663427194899366,6.016702153644066,0.09503434043794748,3.664481862778757,1.1132371375322851,1103.006700973829,21.91563831562721,18.39545394623782,18.39545394623782,15.686673185801064,11.71597819244503,11.71597819244503,8.940222025986232,8.940222025986232,6.683229266135389,6.683229266135389,4.8077441780621575,4.8077441780621575,-2.919999999999999,52944932.322960824,20.953549739812182,9.290124093265934,4.628928417337208,188.5694498355852,10.216698334856808,5.817220841045895,0.0,0.0,5.907179729351506,0.0,9.694446914922299,4.39041504767482,0.0,0.0,36.39820241076966,72.32649551532502,43.97461979594343,0.0,9.184952231746642,22.36701443296466,0.0,10.216698334856808,0.0,25.18037091493942,44.16844816632592,77.60779450905599,0.0,0.0,10.216698334856808,10.077801322358383,0.0,0.0,50.07562789567743,0.0,5.817220841045895,41.101811082405234,60.6636706846161,0.0,10.772448428929591,0.0,35.580000000000005,0.0,9.184952231746642,0.0,11.7244005703974,12.462662452073968,50.39544141886944,35.243910234940216,12.13273413692322,12.13273413692322,45.448443408015336,0.0,13.470067604319006,0.0,17.618685125152787,5.582001041297386,3.0303181058011828,0.3904996687529465,19.264181241618743,3.2815717384829854,5.362675474574963,0.0,0.37037037037037035,32,1,4,1,1,2,3,0,3,3,1,5,7,1,1,2,5,4.798400000000004,127.92620000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O=c1cc2c(-c3ccc(F)cc3)cn(CCCCN3CCc4ccccc4C3)c2c[nH]1,13.362537744181058,13.362537744181058,0.12593386173746812,-0.25863741122591444,0.45167742670726946,415.51200000000017,389.3040000000002,415.205990672,158,0,0.24816979020374408,-0.3456536673074009,0.3456536673074009,0.24816979020374408,0.967741935483871,1.7419354838709677,2.5806451612903225,19.1421451115615,9.996630988741352,2.1528291690855443,-2.282017165089248,2.2973232248335953,-2.3090977572510387,5.950637057659615,0.2472948398400444,3.1446559167877717,1.275701056840651,1255.8787429569607,21.20853153444066,17.481240383864726,17.481240383864726,15.169836433395455,10.939023061697192,10.939023061697192,8.341205914800266,8.341205914800266,6.275359611073407,6.275359611073407,4.61928263805721,4.61928263805721,-3.1799999999999997,21459370.97000943,19.76397619229157,8.516498606030733,4.186648148300187,180.50169077233673,9.551078168738563,5.817220841045895,0.0,5.559266895052007,0.0,0.0,9.694446914922299,4.39041504767482,0.0,0.0,36.39820241076966,54.63030988670481,49.04399913558727,5.516700717616262,4.39041504767482,10.902924932081056,0.0,14.450987899589041,0.0,32.35197768060318,13.08951281182515,94.28891866294437,0.0,11.126902983393991,5.559266895052007,4.39041504767482,0.0,0.0,27.54050071141419,19.51033443475116,5.817220841045895,23.96854622924601,71.78552794345246,0.0,22.029827915475046,0.0,41.03,0.0,9.184952231746642,0.0,11.376487736097902,0.0,67.47131840790338,23.259637120317212,24.395944776997908,0.0,44.91329974504856,0.0,15.566375428946323,0.0,17.257780643438267,0.9055515675658732,5.707601354747665,-0.25863741122591444,16.831529205788858,7.182909863404992,4.140222680667271,0.0,0.2692307692307692,31,1,4,0,1,1,2,2,4,3,1,5,6,0,0,0,5,4.974200000000004,122.60970000000002,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
S=C(NCc1ccccc1C1CC1)C1(c2ccc(Cn3ccnc3)c(Cl)c2)CC1,6.622911384612172,6.622911384612172,0.05453069885361539,-0.05453069885361539,0.5025352135880892,421.9970000000002,397.8050000000001,421.13794644800004,148,0,0.09485669384847828,-0.37482372545885945,0.37482372545885945,0.09485669384847828,1.1724137931034482,2.0,2.689655172413793,35.49569233746371,9.939061682606553,2.4803289929468813,-2.206396399265995,2.4964968149170024,-2.325000532270071,7.800856552909661,0.7936739023338952,3.6634465947124384,1.293893406991788,1036.03915406905,19.846724214874865,16.27413360267818,17.846559129624357,14.154633655249508,10.263785849466482,11.04999861293957,8.279077576042898,9.094525993247364,6.2140750492510595,7.100998334951449,4.154488889066819,4.78893700884067,-2.1699999999999995,11800401.09516013,18.83312702231452,7.581901374074107,3.8368427281358652,181.6690968003868,9.883888251797686,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,60.21701574404887,59.921365573115025,35.920823738189405,11.315822176502731,0.0,28.8073154350174,0.0,14.867866772744893,0.0,50.10569581908736,0.0,88.46201597775128,0.0,0.0,5.316788604006331,0.0,0.0,23.81881333327921,14.539580270476755,18.50450328122193,0.0,53.85499850465342,61.18557669722197,5.022633313741326,0.0,0.0,29.85,0.0,0.0,0.0,5.41499046939678,0.0,47.42364901101507,29.531997720943007,6.196843571613076,17.091263294168975,52.76533660418481,23.81881333327921,2.0250810084062945,12.484202904957172,5.044645061892676,4.365372994876964,5.133175476095884,0.748430089482509,15.184270947051257,10.341743874893556,1.5341887534548002,0.0,0.3333333333333333,29,1,3,2,0,2,2,1,3,3,1,5,7,2,0,2,5,5.611000000000004,121.54770000000003,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=c1c(C2=CCN(c3cc(F)ccc3F)CC2)cccn1CC1(C(CO)C2CC2)CCC1,14.143291064282016,14.143291064282016,0.002683190560174742,-0.458864095678601,0.6840569633215832,440.5340000000003,410.2940000000002,440.22753464,170,0,0.25758647060245776,-0.3960540821809331,0.3960540821809331,0.25758647060245776,1.1875,2.0,2.625,19.144009232843008,9.593331586052022,2.494502771894929,-2.4780621999758963,2.5545329820685856,-2.4552289932685687,5.6793985886492875,-0.016061320781742768,3.605383066665278,1.366667982748928,1085.4747319021528,22.294317972067564,18.273038257554298,18.273038257554298,15.503968961624143,11.703678167281197,11.703678167281197,9.71845165927585,9.71845165927585,7.833005180906509,7.833005180906509,5.724096780478271,5.724096780478271,-2.47,31796017.480243754,21.379615156054967,8.468677565793879,3.895228540730752,186.73181234457564,14.57353677348254,11.63444168209179,0.0,0.0,5.559266895052007,0.0,4.794537184071822,8.78083009534964,0.0,0.0,12.49684172975989,79.19348348026533,44.067813314022324,5.687386274683562,13.887357490190345,11.26049080475283,0.0,4.567099647791355,17.250802561719567,45.069686143468644,24.59630450718855,70.15639627366761,0.0,0.0,10.459176625902485,14.468216370033202,0.0,0.0,29.37002181897013,6.544756405912575,28.885244243811357,44.08838122925306,47.399236204826835,0.0,5.573104530069267,0.0,45.47,11.63444168209179,18.681894674262168,0.0,29.18643164980666,37.536448378522124,36.96830353577052,18.90801031431363,4.899909730850478,28.972697463161534,0.0,0.0,29.553673585973524,0.0,15.168880304583318,10.046979938935657,1.9401631971269628,-0.005088537223591705,7.278788971497843,10.106847085073301,1.826422120699649,0.0,0.5,32,1,4,2,1,3,1,1,2,4,1,6,7,2,0,2,5,4.609000000000004,121.45080000000006,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C1Nc2ccccc2C(CN2CCC2)(c2ccc(F)cc2)CCN1CCC1CCCC1,13.845558648652535,13.845558648652535,0.006577170991853842,-0.28767676051902247,0.637753039773892,435.5870000000003,401.31500000000017,435.268590928,170,0,0.32134868263270905,-0.32448042721967973,0.32448042721967973,0.32134868263270905,0.96875,1.71875,2.4375,19.14214573456456,9.696947172729296,2.4083279573765837,-2.4529990294677932,2.4247656359440093,-2.5091604931242917,5.9072294785068244,0.13668405424827856,3.2837608971828467,1.506308213935078,936.1725764560882,21.968044558434503,18.862073751418208,18.862073751418208,15.637796902843903,12.278421136384393,12.278421136384393,9.870643162782336,9.870643162782336,7.900972076833984,7.900972076833984,5.862350149306565,5.862350149306565,-2.4,26087615.151928116,21.44594671201814,9.223837829599148,4.2734533104583186,190.34172260790726,15.116608065707286,5.817220841045895,0.0,0.0,0.0,6.031114512338072,0.0,9.184952231746642,0.0,0.0,56.01512183401209,67.5958879155434,30.73664596181807,0.0,9.184952231746642,11.718500787021634,0.0,9.799819461700956,5.917906046161393,50.36074182987885,38.04057063356921,65.47506037213277,0.0,0.0,5.316788604006331,14.872338506430204,0.0,0.0,48.554716003601904,5.41499046939678,11.735126887207288,56.07265434387607,48.53093654769288,0.0,0.0,0.0,35.580000000000005,0.0,9.184952231746642,0.0,17.263325822780747,6.544756405912575,61.75286417374126,32.10410811463005,12.13273413692322,29.16537800469692,22.34943247178003,0.0,13.845558648652535,0.0,17.680159779961365,3.227438192869741,2.8654323349710262,0.54346529399969,15.245583062336763,8.404173937943744,4.604855415931803,0.0,0.5185185185185185,32,1,4,1,2,3,2,0,2,2,1,5,6,1,1,2,5,5.635400000000006,126.46270000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
O=C(NCc1ccc(F)c(-c2ccc3c(c2)CCO3)c1)C1CCN(CCC2CC2)CC1,14.526792084069998,14.526792084069998,0.09148583989763592,-0.24304503017907653,0.7114900138320606,422.5440000000003,391.2960000000002,422.2369564520001,164,0,0.22297408120583792,-0.4929587278013195,0.4929587278013195,0.22297408120583792,1.096774193548387,1.935483870967742,2.7419354838709675,19.142193914256424,9.951024644404546,2.266753817450695,-2.3084812961479657,2.3326515603377707,-2.4028102147012063,5.784685321058,-0.12614362343965066,3.514306547840384,1.160885368480564,948.4183044626631,21.20853153444066,18.038651396005942,18.038651396005942,15.152999680989847,11.701233461732924,11.701233461732924,9.300931664403914,9.300931664403914,7.006840194802064,7.006840194802064,4.7816663044196845,4.7816663044196845,-2.3999999999999995,26962209.666269552,20.499770409123418,8.992915691944964,4.925425611868118,183.33049205281415,14.953561288656857,11.5667326743298,0.0,5.907179729351506,0.0,0.0,4.794537184071822,4.39041504767482,0.0,0.0,24.97437738277524,85.77046288161458,24.446935566696972,6.606881964512918,13.921815185546691,5.907179729351506,0.0,10.216698334856808,11.835812092322787,45.069686143468644,26.241151182250643,53.34232623520955,0.0,16.876414816677897,10.05365155780638,4.39041504767482,5.749511833283905,0.0,37.048240642452626,17.760115212910407,17.65303293336868,43.23101109802404,36.39820241076966,0.0,11.126902983393991,0.0,41.57,0.0,9.184952231746642,0.0,17.64230661655879,18.71508986212249,60.709750035139464,31.873588343152214,6.06636706846161,24.26546827384644,10.216698334856808,4.736862953800049,20.0816214053268,0.0,15.196305275837236,3.083640873015873,3.473484378151759,1.8348481658891396,10.951618662064131,6.8624918483285295,4.349322724719863,0.0,0.5,31,1,4,1,2,3,2,0,2,3,1,5,7,1,1,2,5,4.555900000000004,119.38670000000009,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cl.Clc1ccc(-c2ccc3[nH]cc(CCCCN4CCOCC4)c3c2)cc1,6.013621505015683,6.013621505015683,0.0,0.0,0.5437402043295355,405.36900000000026,379.1610000000002,404.14221881199995,144,0,0.059362102211519,-0.3787927404402267,0.3787927404402267,0.059362102211519,0.9629629629629629,1.7037037037037037,2.4814814814814814,35.49571726454541,10.00645763984151,2.100612258457972,-2.258711001341582,2.276747148094423,-2.363307254907855,6.301777578730288,0.03719472221264499,3.0884636531580907,2.102497376711792e-06,854.3802105169086,17.76937394568524,15.417331052446302,16.989756579392484,12.79282633568371,9.455320540286158,9.833285013295384,6.992289541715657,7.428725322187641,5.219139025129185,5.47111534046867,3.682778376058469,3.8087665337282113,-1.52,1742832.3933317233,20.220355828454835,9.607456664187461,5.052945864149647,171.62276641909546,9.720841474747257,0.0,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,12.407033161179976,29.800041095617345,66.76304402362804,35.21191462926061,13.213763929025836,4.736862953800049,34.91089798349355,0.0,9.883888251797686,0.0,19.26246486877803,32.84803314676356,59.24749785628266,0.0,11.126902983393991,0.0,0.0,0.0,24.007973051412492,42.73192139856125,11.157684576726059,0.0,18.405094737549014,48.661413050844345,5.022633313741326,22.02982791547505,0.0,28.26,0.0,0.0,0.0,12.407033161179976,0.0,37.746731677518326,46.97967905893664,0.0,12.13273413692322,46.41256716571881,16.337802844032566,5.414154433719004,6.013621505015683,5.929465461360788,2.1122703880045934,5.072022825577905,0.0,14.707328010100861,5.748497188003862,5.113751299328413,0.0,0.36363636363636365,27,1,3,0,1,1,2,1,3,2,1,5,6,0,1,1,4,5.565000000000006,116.18970000000002,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O=C(Cc1ccc(F)cc1)Nc1ccc(-c2ccc(OC3CCN(C4CC4)CC3)cc2)cc1,13.006099205800997,13.006099205800997,0.1260884491093186,-0.3022789923158986,0.5098174497622788,444.5500000000003,415.31800000000027,444.221306388,170,0,0.2282937182671435,-0.49034071021839365,0.49034071021839365,0.2282937182671435,0.8484848484848485,1.4545454545454546,2.0606060606060606,19.142146125008047,10.046624856577283,2.3176895607947974,-2.317054850688852,2.3060945289590946,-2.389045543464766,5.920703224723156,-0.11512363557914929,3.678214759013484,1.126717851129685,1068.390060799148,22.622745096813752,18.67432588639751,18.67432588639751,16.11932617617863,11.777788767324585,11.777788767324585,9.037499283076588,9.037499283076588,6.476842611409918,6.476842611409918,4.455702828109837,4.455702828109837,-3.1799999999999993,81678260.384345,21.65451122773678,9.75414223594999,5.793202455913376,193.93364895482094,14.953561288656857,17.6706990620781,0.0,5.907179729351506,0.0,0.0,4.794537184071822,4.39041504767482,0.0,0.0,36.39820241076966,78.77184337756471,24.818739915656675,6.4208216229260096,13.921815185546691,11.594566004035068,0.0,4.899909730850478,0.0,44.24991533152631,18.406301415831482,84.17707715428223,0.0,16.876414816677897,10.05365155780638,10.077801322358383,5.749511833283905,0.0,36.0424094889234,11.21535880699783,5.817220841045895,31.246737983401033,72.79640482153933,0.0,11.126902983393991,0.0,41.57,0.0,9.184952231746642,0.0,18.14522219332341,6.103966387748303,60.10024946988358,24.97437738277524,12.13273413692322,36.39820241076966,22.349432471780027,4.736862953800049,19.22400027031351,0.0,14.864502566617602,2.8960358005985984,3.7042287671632073,0.49598318192357826,22.87202746137715,5.470596314576748,2.3059589707629327,0.0,0.32142857142857145,33,1,4,1,1,2,3,0,3,3,1,5,7,1,1,2,5,5.679500000000004,128.85670000000005,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clc1ccc(N2CCC(CCOCC34CC(C3)N(C3CC3)C4)CC2)cc1Cl,6.177720136455256,6.177720136455256,0.518325565185268,0.518325565185268,0.5728777481550307,409.4010000000002,379.1610000000002,408.17351894,148,0,0.061240983542468,-0.38081109925453377,0.38081109925453377,0.061240983542468,1.0,1.7777777777777777,2.4814814814814814,35.49826234689489,9.70702505327459,2.5739306253662066,-2.3724438871087195,2.5462196559769166,-2.3828323546596493,6.41691559736325,0.015117622591149089,3.349742145942729,1.0128637528970683,678.8903925171961,18.432510652501772,16.007987416858565,17.519845308895473,13.117723500579762,10.65398808482639,11.409917030844843,9.335675568338761,10.15007582181997,7.301715882161026,8.040745160899043,5.517062179318265,5.809393892029302,-0.48000000000000004,2787521.4241677015,18.542393840963705,7.404864143612109,3.8544060661314212,172.48689735940275,9.636772684650527,0.0,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,23.20187978046503,69.0627586120283,49.4272095846269,16.65214859199557,4.736862953800049,28.889266055148596,0.0,4.899909730850478,11.332896515558172,57.02943301877799,37.747942877614044,28.244367832867482,0.0,0.0,4.899909730850478,5.687386274683562,0.0,23.20187978046503,49.83162453590995,4.736862953800049,11.332896515558172,44.94575136048208,18.19910120538483,10.045266627482652,0.0,0.0,15.71,0.0,0.0,0.0,0.0,15.460257096879431,44.3048644453083,57.177894041078204,0.0,12.13273413692322,15.866186530162565,27.938742734265084,6.177720136455256,12.198915988461547,5.20845813037179,1.2793327659425273,1.7120180779037897,0.7937053134010804,7.795415611971761,9.360539974497293,5.446116223217178,0.0,0.7272727272727273,27,0,3,2,3,5,1,0,1,3,0,5,7,2,3,5,6,5.243300000000005,112.01800000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
